identifier,pm_id,pmc_id,doi,title,keywords,authors,journal,article_type,year,project_serial_num,project_num,dbgap_accession,research_initiative,sub_project,likert_score,explanation_DeepSeek-R1-Distill-Qwen-32B,explanation_Llama-3.3-70B-Instruct
34260489_phs002553.v1.p1,34260489,PMC8373777,doi:10.1097/INF.0000000000003219,Hyponatremia in Patients With Multisystem Inflammatory Syndrome in Children.,"Antibodies, Viral|COVID-19|Child|Female|Fluid Therapy|Humans|Hyponatremia|Immunoglobulin G|SARS-CoV-2|Systemic Inflammatory Response Syndrome|Treatment Outcome","Mills, Tatyana|Trivedi, Aditi|Tremoulet, Adriana H|Hershey, Daniel|Burns, Jane C",The Pediatric infectious disease journal,"Case Reports|Journal Article|Research Support, N.I.H., Extramural",2021,HD105590,1R61HD105590-01,phs002553.v1.p1,RADx-rad,PreVAIL kIds,4.0,"The publication abstract discusses hyponatremia in two patients with MIS-C, which is a condition addressed in the funding opportunity and grant abstract. However, the publication focuses on a specific symptom (hyponatremia) rather than the broader objectives of developing diagnostic or prognostic tools for MIS-C. While related, it does not directly contribute to the research aims of the funding opportunity.","The publication abstract directly addresses a specific aspect of Multisystem Inflammatory Syndrome in Children (MIS-C), which is a primary focus of both the funding opportunity and the grant abstract. The funding opportunity aims to support innovative research to develop novel approaches to characterize the spectrum of SARS CoV-2 associated illness in children, including MIS-C, and to identify and validate biomarkers and/or biosignatures for a prognostic algorithm to predict disease severity. The grant abstract proposes a project to discover and validate a diagnostic test to identify children with MIS-C and predict progression of disease. The publication abstract discusses hyponatremia in patients with MIS-C, which is related to the characterization of the syndrome and its clinical manifestations, aligning with the objectives of both the funding opportunity and the grant abstract."
34261329_phs002553.v1.p1,34261329,PMC8387357,doi:10.1161/ATVBAHA.121.316210,Inflammasome Activation in Children With Kawasaki Disease and Multisystem Inflammatory Syndrome.,"Adaptor Proteins, Signal Transducing|COVID-19|Caspase 1|Caspases, Initiator|Gene Expression Profiling|Granulocytes|Humans|Inflammasomes|Inflammation Mediators|Interleukin-1beta|Kawasaki disease|MIS-C|Mucocutaneous Lymph Node Syndrome|NLR Family, Pyrin Domain-Containing 3 Protein|Neutrophils|Systemic Inflammatory Response Syndrome|TIFA|Transcriptome|caspase|inflammasome","Wang, Wei-Ting|He, Ming|Shimizu, Chisato|Croker, Ben A|Hoffman, Hal M|Tremoulet, Adriana H|Burns, Jane C|Shyy, John Y-J","Arteriosclerosis, thrombosis, and vascular biology","Comparative Study|Letter|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2021,HD105590,1R61HD105590-01,phs002553.v1.p1,RADx-rad,PreVAIL kIds,4.5,"The publication abstract discusses inflammasome activation in children with Kawasaki Disease (KD) and Multisystem Inflammatory Syndrome (MIS-C). The funding opportunity and grant abstract aim to develop diagnostic and prognostic tools for MIS-C and its relationship to KD. The publication's focus on inflammasome activation provides insights into the immunopathogenesis of these conditions, which is relevant to the grant's objectives of identifying biomarkers and developing diagnostic tools. While the publication contributes to understanding the underlying mechanisms, it does not directly address the development of diagnostic or prognostic tools, which are the primary goals of the funding opportunity. Therefore, the publication is related but does not fully align with the grant's objectives.","The publication abstract directly addresses the research objectives of the funding opportunity and the grant abstract, which focus on characterizing Multisystem Inflammatory Syndrome in Children (MIS-C) and its relationship to Kawasaki Disease. The publication abstract discusses inflammasome activation in children with Kawasaki Disease and MIS-C, which aligns with the grant's aim to discover and validate diagnostic tests to identify children with MIS-C and predict disease progression. The research objectives and scope outlined in the funding opportunity and grant abstract are closely related to the topic of the publication abstract, indicating a strong connection between the publication and the research goals of the funding opportunity and grant."
34309356_phs002524.v1.p1,34309356,PMC8543450,doi:10.1021/acs.analchem.1c02399,Mapping Aerosolized Saliva on Face Coverings for Biosensing Applications.,Aerosols|COVID-19|Humans|Masks|SARS-CoV-2|Saliva,"Jin, Zhicheng|Jorns, Alec|Yim, Wonjun|Wing, Ryan|Mantri, Yash|Zhou, Jiajing|Zhou, Jingcheng|Wu, Zhuohong|Moore, Colman|Penny, William F|Jokerst, Jesse V",Analytical chemistry,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.",2021,DE031114,1R01DE031114-01,phs002524.v1.p1,RADx-rad,Multimodal Surveillance,4.5,"The publication abstract describes research on mapping aerosolized saliva on face coverings, which is relevant to the development of smart masks for COVID-19 surveillance. The grant abstract focuses on creating a smart mask that changes color when exposed to COVID-19 biomarkers, aiming to provide a simple, affordable surveillance tool. The publication's findings on saliva distribution and potential for biosensing align with the grant's objectives, particularly in the integration of sensing strips into face coverings. While the publication does not directly validate the smart mask's performance, it provides foundational data that supports the feasibility of the proposed surveillance technology.","The publication abstract directly addresses the research objectives of the funding opportunity and the grant abstract. The funding opportunity announcement invites applications to develop and validate COVID-19 surveillance methods, and the grant abstract proposes a 'smart mask' for surveillance of COVID-19. The publication abstract explores the concept of using face coverings as a diagnostic fluid to report on health state and presents research on mapping aerosolized saliva on face coverings for biosensing applications, which aligns with the idea of developing a 'smart mask' for COVID-19 surveillance. The publication abstract also discusses the potential of face coverings as platforms for biofluid collection and colorimetric biosensing, which is relevant to the grant abstract's goal of creating a 'smart mask' that changes colors when the wearer has been exposed to biomarkers of COVID-19."
34328683_phs002565.v1.p1,34328683,PMC8426805,doi:10.1002/anie.202107730,Discovery and Characterization of Spike N-Terminal Domain-Binding Aptamers for Rapid SARS-CoV-2 Detection.,"Aptamers, Nucleotide|COVID-19|Enzyme-Linked Immunosorbent Assay|Humans|Models, Molecular|SARS-CoV-2|Spike Glycoprotein, Coronavirus|aptamers|coronavirus|cryo-EM|immunoassays","Kacherovsky, Nataly|Yang, Lucy F|Dang, Ha V|Cheng, Emmeline L|Cardle, Ian I|Walls, Alexandra C|McCallum, Matthew|Sellers, Drew L|DiMaio, Frank|Salipante, Stephen J|Corti, Davide|Veesler, David|Pun, Suzie H",Angewandte Chemie (International ed. in English),"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2021,AA029316,1U01AA029316-01,phs002565.v1.p1,RADx-rad,Automatic Detection & Tracing,5.0,"The publication directly addresses the specific research aims and methodology outlined in the funding opportunity and grant's abstract. The publication focuses on the discovery and characterization of aptamers for SARS-CoV-2 detection, which aligns with the grant's objective of developing a biosensing platform for real-time detection using aptamers or similar biorecognition elements. The publication's findings on aptamer specificity and affinity, as well as their application in diagnostic assays, support the grant's goals of achieving high sensitivity and specificity in virus detection.","The publication abstract is directly related to the research objectives of the funding opportunity and the grant abstract. The funding opportunity aims to support the development of innovative platforms for detecting SARS-CoV-2, and the grant abstract specifically mentions the development of an electrochemical assay for detecting the virus. The publication abstract describes the discovery and characterization of aptamers that bind to the SARS-CoV-2 spike glycoprotein, which is a critical component for rapid diagnostics. The publication also demonstrates the application of these aptamers in lateral flow assays and ELISAs to detect SARS-CoV-2, which aligns with the goals of the funding opportunity and the grant abstract. Therefore, the publication is strongly related to the research objectives of the funding opportunity and the grant abstract."
34343985_phs002600.v1.p1,34343985,PMC8763390,doi:10.1088/1752-7163/ac1a61,Exhaled breath biomarkers of influenza infection and influenza vaccination.,"Biomarkers|Breath Tests|Exhalation|Humans|Influenza Vaccines|Influenza, Human|Pilot Projects|Vaccination|breath analysis|exhaled breath condensate (EBC)|influenza|metabolomics|vaccine","Borras, Eva|McCartney, Mitchell M|Thompson, Cai H|Meagher, Robert J|Kenyon, Nicholas J|Schivo, Michael|Davis, Cristina E",Journal of breath research,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.",2021,TR003795,1U18TR003795-01,phs002600.v1.p1,RADx-rad,SCENT,4.0,"The publication abstract discusses the use of exhaled breath metabolomics to detect influenza infection and vaccination, which is related to the funding opportunity's focus on VOC detection for COVID-19 diagnosis. While the specific virus and methodology differ, the concept of using breath analysis aligns with the SCENT initiative's goals. The grant abstract's focus on portable GC detectors for COVID-19 is similar in intent to the publication's exploration of breath biomarkers for viral infections, indicating a relevant connection.","The publication abstract is related to the research objectives of the funding opportunity and the grant abstract. The funding opportunity focuses on developing novel biosensing technologies for detecting COVID-19, including the use of volatile organic compounds (VOCs) from skin and oral cavity. The grant abstract specifically mentions the development of a portable GC detector for COVID diagnostics. The publication abstract, although focused on influenza infection and vaccination, explores the use of breath metabolomics for detecting and understanding respiratory viral infections, which is closely related to the objectives of the funding opportunity and the grant abstract. The publication's use of exhaled breath condensate (EBC) samples and liquid chromatography coupled to quadrupole-time-of-flight mass spectrometer (LC-qTOF) analysis is also relevant to the development of portable diagnostic systems mentioned in the grant abstract. Therefore, the publication is related to the research objectives, but not directly focused on COVID-19, hence a score of 4 (Agree) instead of 5 (Strongly Agree)."
34348808_phs002781.v1.p1,34348808,PMC8816963,doi:10.1017/S1047951121003024,Cardiac echocardiogram findings of severe acute respiratory syndrome coronavirus-2-associated multi-system inflammatory syndrome in children.,"2019 coronavirus disease pandemic|COVID-19|Cardiovascular Abnormalities|Child|Child, Preschool|Coronary Artery Disease|Humans|Paediatric multisystem inflammatory syndrome temporally associated with 2019 coronavirus disease|Pericardial Effusion|Retrospective Studies|SARS-CoV-2|Systemic Inflammatory Response Syndrome|coronary artery|multi-system inflammatory syndrome in children|myocarditis|paediatric cardiology","Harahsheh, Ashraf S|Krishnan, Anita|DeBiasi, Roberta L|Olivieri, Laura J|Spurney, Christopher|Donofrio, Mary T|Cross, Russell R|Sharron, Matthew P|Frank, Lowell H|Berul, Charles I|Christopher, Adam|Dham, Niti|Srinivasalu, Hemalatha|Ronis, Tova|Smith, Karen L|Kline, Jaclyn N|Parikh, Kavita|Wessel, David|Bost, James E|Litt, Sarah|Austin, Ashley|Zhang, Jing|Sable, Craig A",Cardiology in the young,Journal Article,2022,HD105618,1R61HD105618-01,phs002781.v1.p1,RADx-rad,PreVAIL kIds,4.5,"The publication abstract describes a study on cardiac complications in children with multi-system inflammatory syndrome (MIS-C) associated with SARS-CoV-2. The study focuses on echocardiogram findings and associated risk factors, which aligns with the funding opportunity's objective of characterizing the spectrum of SARS-CoV-2 associated illness in children, including MIS-C. The grant abstract also aims to develop biomarkers for disease severity and MIS-C, which is related to the publication's focus on identifying biomarkers (e.g., N-terminal B-type natriuretic peptide, white blood cell count) associated with cardiac complications. While the publication does not directly address the development of assays or biomarkers for regulatory submission, it contributes to understanding the clinical manifestations and biomarkers of MIS-C, which is within the scope of the funding opportunity.","The publication abstract directly addresses the research objectives of the funding opportunity and grant abstract, which focus on understanding and characterizing the multisystem inflammatory syndrome in children (MIS-C) associated with SARS-CoV-2 infection. The publication abstract discusses cardiac complications in patients with MIS-C, including decreased systolic function, coronary artery abnormalities, pericardial effusion, and valvular regurgitation, which aligns with the grant's objective of identifying biomarkers and developing diagnostic assays for COVID-19 associated syndromes. The publication's findings on the resolution of cardiac complications and associated inflammatory markers also contribute to the understanding of the disease's severity and outcomes in children, which is a key aspect of the funding opportunity and grant abstract."
34348808_phs002945.v1.p1,34348808,PMC8816963,doi:10.1017/S1047951121003024,Cardiac echocardiogram findings of severe acute respiratory syndrome coronavirus-2-associated multi-system inflammatory syndrome in children.,"2019 coronavirus disease pandemic|COVID-19|Cardiovascular Abnormalities|Child|Child, Preschool|Coronary Artery Disease|Humans|Paediatric multisystem inflammatory syndrome temporally associated with 2019 coronavirus disease|Pericardial Effusion|Retrospective Studies|SARS-CoV-2|Systemic Inflammatory Response Syndrome|coronary artery|multi-system inflammatory syndrome in children|myocarditis|paediatric cardiology","Harahsheh, Ashraf S|Krishnan, Anita|DeBiasi, Roberta L|Olivieri, Laura J|Spurney, Christopher|Donofrio, Mary T|Cross, Russell R|Sharron, Matthew P|Frank, Lowell H|Berul, Charles I|Christopher, Adam|Dham, Niti|Srinivasalu, Hemalatha|Ronis, Tova|Smith, Karen L|Kline, Jaclyn N|Parikh, Kavita|Wessel, David|Bost, James E|Litt, Sarah|Austin, Ashley|Zhang, Jing|Sable, Craig A",Cardiology in the young,Journal Article,2022,HD105591,1R61HD105591-01,phs002945.v1.p1,RADx-rad,PreVAIL kIds,4.5,"The publication abstract describes a study on cardiac complications in children with multi-system inflammatory syndrome (MIS-C) associated with SARS-CoV-2. The study focuses on echocardiogram findings, risk factors, and outcomes. The grant abstract aims to develop a predictive decision support system for MIS-C using machine learning, leveraging data from Kawasaki Disease. While the publication does not directly address the development of predictive algorithms, it provides valuable clinical insights into MIS-C, which could inform the biomarkers and outcomes used in the grant's predictive models. The study's findings on cardiac complications and associated inflammatory markers are relevant to understanding the disease spectrum and could contribute to the biomarker identification and validation objectives of the grant.","The publication abstract directly addresses the research objectives of the funding opportunity and grant abstract, which focus on the identification, treatment, and management of multisystem inflammatory syndrome in children (MIS-C) associated with SARS-CoV-2 infection. The publication abstract discusses cardiac echocardiogram findings in patients with MIS-C, which aligns with the grant abstract's objective of designing and validating a predictive decision support system for the identification, treatment, and management of SARS-CoV-2 associated with MIS-C. The publication's findings on cardiac complications and associated risk factors in patients with MIS-C also complement the funding opportunity's goal of developing novel approaches to characterize the spectrum of SARS-CoV-2 associated illness in children, including MIS-C."
34365798_phs002603.v1.p1,34365798,PMC8475050,doi:10.1161/JAHA.121.021428,Skewed Cytokine Responses Rather Than the Magnitude of the Cytokine Storm May Drive Cardiac Dysfunction in Multisystem Inflammatory Syndrome in Children.,"Adolescent|Age Factors|Atrial Function, Left|Biomarkers|COVID-19|COVID‐19|Child|Cross-Sectional Studies|Cytokine Release Syndrome|Cytokines|Echocardiography|Female|Heart Diseases|Humans|Inflammation Mediators|Male|Prognosis|Retrospective Studies|Risk Assessment|Risk Factors|Systemic Inflammatory Response Syndrome|Ventricular Function, Left|Ventricular Function, Right|cytokine storm|echocardiography|multisystem inflammatory syndrome in children|myocardial deformation","Chang, Joyce C|Matsubara, Daisuke|Morgan, Ryan W|Diorio, Caroline|Nadaraj, Sumekala|Teachey, David T|Bassiri, Hamid|Behrens, Edward M|Banerjee, Anirban",Journal of the American Heart Association,"Journal Article|Research Support, N.I.H., Extramural",2021,HD105594,1R61HD105594-01,phs002603.v1.p1,RADx-rad,PreVAIL kIds,4.5,"The publication abstract discusses the cytokine responses and their association with cardiac dysfunction in MIS-C, which aligns with the funding opportunity's focus on developing diagnostic and prognostic biomarkers for MIS-C. While the publication does not directly address the development of a diagnostic tool, it contributes to understanding the underlying mechanisms of MIS-C, which is relevant to the research objectives.","The publication abstract directly addresses the research objectives of the funding opportunity and grant abstract, which focus on understanding and diagnosing Multisystem Inflammatory Syndrome in Children (MIS-C) associated with SARS-CoV-2 infection. The publication investigates the cytokine responses and their impact on cardiac dysfunction in MIS-C, aligning with the funding opportunity's aim to develop novel approaches for characterizing the spectrum of SARS-CoV-2 associated illness in children, including MIS-C. The grant abstract also mentions the need for new strategies for diagnosis of MIS-C in febrile children, which is consistent with the publication's goal of understanding the immune response driving cardiac dysfunction in MIS-C. Therefore, the publication is strongly related to the research objectives of the funding opportunity and grant abstract."
34375259_phs002525.v1.p1,34375259,PMC8294117,doi:10.1016/j.scitotenv.2021.149177,Lessons learned from SARS-CoV-2 measurements in wastewater.,"COVID-19|Concentration|Detection|Humans|Pandemics|RNA, Viral|SARS-CoV-2|Sampling|Wastewater|Wastewater based surveillance","Sharkey, Mark E|Kumar, Naresh|Mantero, Alejandro M A|Babler, Kristina M|Boone, Melinda M|Cardentey, Yoslayma|Cortizas, Elena M|Grills, George S|Herrin, James|Kemper, Jenny M|Kenney, Richard|Kobetz, Erin|Laine, Jennifer|Lamar, Walter E|Mader, Christopher C|Mason, Christopher E|Quintero, Anda Z|Reding, Brian D|Roca, Matthew A|Ryon, Krista|Solle, Natasha Schaefer|Schürer, Stephan C|Shukla, Bhavarth|Stevenson, Mario|Stone, Thomas|Tallon, John J|Venkatapuram, Sreeharsha S|Vidovic, Dusica|Williams, Sion L|Young, Benjamin|Solo-Gabriele, Helena M",The Science of the total environment,Journal Article,2021,DA053941,1U01DA053941-01,phs002525.v1.p1,RADx-rad,Wastewater,5.0,"The publication directly addresses the specific research aims and methodology outlined in the funding opportunity and grant's abstract. The publication discusses lessons learned from establishing a wastewater-based surveillance program, which aligns with the grant's objectives of optimizing sampling, detection, and integration with human health data. The findings contribute to the development of standardized protocols and predictive models, which are key components of the RADx-rad initiative.","The publication abstract directly addresses the research objectives of the funding opportunity and the grant abstract. The funding opportunity aims to support the development of wastewater-based testing (WBT) surveillance for SARS-CoV-2, and the grant abstract proposes the development and implementation of a WBT surveillance infrastructure. The publication abstract reports on lessons learned from establishing a WBT program for SARS-CoV-2, including the development of standardized protocols, new detection technologies, and the integration of environmental and human surveillance data. The publication's focus on optimizing wastewater surveillance protocols, data standardization, and predictive modeling aligns with the objectives of the funding opportunity and the grant abstract, demonstrating a strong connection between the publication and the research goals of the funding opportunity and grant."
34378318_phs002657.v1.p1,34378318,PMC8444916,doi:10.1111/hdi.12977,Trajectories of clinical and laboratory characteristics associated with COVID-19 in hemodialysis patients by survival.,Adult|Blood Pressure|COVID-19|Humans|Laboratories|Renal Dialysis|SARS-CoV-2|albumin|body temperature|clinical trajectories|creatinine|ferritin|interdialytic weight gain|lymphocytes|neutrophils|pulse rate|systolic blood pressure,"Chaudhuri, Sheetal|Lasky, Rachel|Jiao, Yue|Larkin, John|Monaghan, Caitlin|Winter, Anke|Neri, Luca|Kotanko, Peter|Hymes, Jeffrey|Lee, Sangho|Wang, Yuedong|Kooman, Jeroen P|Maddux, Franklin|Usvyat, Len",Hemodialysis international. International Symposium on Home Hemodialysis,"Journal Article|Research Support, Non-U.S. Gov't",2022,DK130067,1R01DK130067-01,phs002657.v1.p1,RADx-rad,Multimodal Surveillance,4.5,"The publication abstract describes a study examining the trajectories of clinical and laboratory parameters in hemodialysis patients with COVID-19. This aligns with the funding opportunity's objective to develop surveillance methods in high-density settings like dialysis facilities. The grant abstract focuses on leveraging multi-modal data to predict and manage COVID-19 in dialysis patients, which the publication contributes to by identifying specific trends in patient data that could aid in early detection and management. While the publication is relevant, it is more observational and does not directly describe the development of new surveillance technologies as emphasized in the funding opportunity.","The publication abstract directly addresses the research objectives of the funding opportunity and the grant abstract. The funding opportunity focuses on developing and validating approaches for COVID-19 surveillance in high-risk settings, such as dialysis facilities. The grant abstract proposes using multi-modal data sources to detect, contain, and manage COVID-19 in dialysis facilities. The publication abstract presents a study that analyzed the trajectories of clinical and laboratory characteristics associated with COVID-19 in hemodialysis patients, which aligns with the objectives of the funding opportunity and the grant abstract. The study's findings on the temporal trends in clinical and laboratory parameters among hemodialysis patients who tested positive or negative for SARS-CoV-2 infection and those who survived or died can inform the development of surveillance methods and prediction models for COVID-19 in dialysis facilities, as proposed in the grant abstract."
34382611_phs002609.v1.p1,34382611,PMC8505141,doi:10.1097/INF.0000000000003289,Kawasaki Disease Hospitalizations in the United States 2016-2020: A Comparison of Before and During the Coronavirus Disease 2019 Era.,"Adolescent|COVID-19|Child|Child, Preschool|Female|History, 21st Century|Hospitalization|Humans|Incidence|Infant|Male|Mortality|Mucocutaneous Lymph Node Syndrome|Retrospective Studies|SARS-CoV-2|Seasons|Severity of Illness Index","Phamduy, Timothy T|Smith, Sharon|Herbst, Katherine W|Phamduy, Paul T|Brimacombe, Michael|Hogan, Alexander H|Salazar, Juan C|Sturm, Jesse",The Pediatric infectious disease journal,Historical Article|Journal Article,2021,HD105613,1R61HD105613-01,phs002609.v1.p1,RADx-rad,PreVAIL kIds,3.5,"The publication abstract discusses Kawasaki Disease (KD) hospitalizations in the United States from 2016 to 2020, comparing rates before and during the COVID-19 pandemic. It highlights a decrease in KD hospitalizations in 2020, an increase in severe cases, and a shift in the age distribution of patients. The study suggests that some cases may have been misdiagnosed as multisystem inflammatory syndrome in children (MIS-C) during the pandemic. While MIS-C is mentioned in the context of potential misdiagnosis, the publication does not directly address the development of biomarker signatures or diagnostic tools for MIS-C, which is the focus of the funding opportunity and grant abstract. Therefore, the publication is somewhat related but does not fully align with the research objectives of the funding opportunity and grant.","The publication abstract is related to the research objectives of the funding opportunity and the grant abstract. The funding opportunity aims to develop novel approaches to diagnose and characterize Multisystem Inflammatory Syndrome in Children (MIS-C), while the grant abstract focuses on developing a diagnostic tool for MIS-C using a Grating-Coupled Fluorescence Plasmonic (GCFP) chip. The publication abstract discusses Kawasaki Disease (KD) hospitalizations in the US, which is relevant to the grant abstract as KD has symptoms similar to MIS-C, making diagnosis difficult. The study found a decrease in KD hospitalizations in 2020, but an increase in severe cases, which may be related to misdiagnosed MIS-C. This suggests that the publication is related to the research objectives of the funding opportunity and the grant abstract, as it provides insights into the epidemiology of KD and its potential relationship with MIS-C."
34387310_phs002569.v1.p1,34387310,PMC8436370,doi:10.1093/infdis/jiab411,Determinants and Dynamics of SARS-CoV-2 Infection in a Diverse Population: 6-Month Evaluation of a Prospective Cohort Study.,"Adult|Antibodies, Viral|Asymptomatic Infections|COVID-19|Comorbidity|Female|Humans|Immunoglobulin G|Incidence|Male|Middle Aged|Prospective Studies|Risk Factors|SARS-CoV-2|SARS-CoV-2 infection|Severity of Illness Index|Young Adult|humoral immunity|longitudinal data analysis|postacute sequelae of COVID-19|prospective cohort|risk factors|symptoms","Horton, Daniel B|Barrett, Emily S|Roy, Jason|Gennaro, Maria Laura|Andrews, Tracy|Greenberg, Patricia|Bruiners, Natalie|Datta, Pratik|Ukey, Rahul|Velusamy, Senthil K|Fine, Daniel|Honnen, William J|Yin, Yue Sandra|Pinter, Abraham|Brooks, Andrew|Tischfield, Jay|Hussain, Sabiha|Jagpal, Sugeet|Swaminathan, Shobha|Parmar, Veenat|Reilly, Nancy|Gaur, Sunanda|Panettieri, Reynold A|Carson, Jeffrey L|Blaser, Martin J",The Journal of infectious diseases,"Journal Article|Observational Study|Research Support, N.I.H., Extramural",2021,HD105619,1R61HD105619-01,phs002569.v1.p1,RADx-rad,PreVAIL kIds,4.5,"The publication abstract describes a study that examines risk factors, antibodies, and symptoms of SARS-CoV-2 infection in a diverse population. It focuses on the dynamics of infection, including asymptomatic and severe cases, and the persistence of symptoms. The grant abstract aims to predict severe consequences in children using clinical, epidemiologic, and sociodemographic data alongside biomarkers and machine learning. While the publication provides valuable insights into SARS-CoV-2 infection dynamics, it does not specifically address the pediatric population or the development of predictive models for severe outcomes in children, which are central to the grant's objectives. However, the study's findings on biomarkers and symptom trajectories could inform broader research efforts, including those related to the grant.","The publication abstract directly addresses the research objectives of the funding opportunity and grant abstract. The funding opportunity aims to support innovative research to develop novel approaches to identify and characterize the spectrum of SARS-CoV-2 associated illness in children, including the multisystem inflammatory syndrome in children (MIS-C), and to predict the longitudinal risk of disease severity. The grant abstract proposes a study to understand which children are at the highest risk for experiencing severe consequences from SARS-CoV-2 infection, using clinical, epidemiologic, and sociodemographic data, alongside specific biomarkers, and creating machine-learning models to predict severe consequences. The publication abstract presents a prospective cohort study that examined risk factors, antibodies, and symptoms of SARS-CoV-2 infection in a diverse population, which aligns with the objectives of the funding opportunity and grant abstract. The study's focus on understanding the determinants and dynamics of SARS-CoV-2 infection, including symptom severity and antibody responses, is highly relevant to the research objectives outlined in the funding opportunity and grant abstract."
34452511_phs002679.v1.p1,34452511,PMC8402658,doi:10.3390/v13081647,Monitoring SARS-CoV-2 Populations in Wastewater by Amplicon Sequencing and Using the Novel Program SAM Refiner.,"Algorithms|High-Throughput Nucleotide Sequencing|Missouri|Molecular Epidemiology|RNA, Viral|SARS-CoV-2|Sequence Analysis, RNA|Software|Spike Glycoprotein, Coronavirus|Wastewater|Wastewater-Based Epidemiological Monitoring|coronavirus|metagenomics|molecular epidemiology|wastewater","Gregory, Devon A|Wieberg, Chris G|Wenzel, Jeff|Lin, Chung-Ho|Johnson, Marc C",Viruses,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2021,DA053893,1U01DA053893-01,phs002679.v1.p1,RADx-rad,Wastewater,4.5,"The publication abstract describes a study that uses amplicon sequencing and a novel computational tool, SAM Refiner, to monitor SARS-CoV-2 populations in wastewater. This aligns with the funding opportunity's objective of supporting research into wastewater-based testing (WBT) for COVID-19 surveillance. Specifically, the publication focuses on tracking viral variants in wastewater, which is a key aspect of the grant's aim to develop optimized approaches for WBT, including the detection and analysis of viral markers in sewage. The methods described in the publication contribute to the broader goals of the funding opportunity by improving the accuracy and utility of wastewater testing for public health monitoring. However, while the publication is relevant, it does not explicitly address all aspects of the grant, such as the development of intervention strategies or the integration of computational models beyond the specific tool described. Therefore, the relevance is high but not comprehensive.","The publication abstract directly addresses the research objectives of the funding opportunity and the grant abstract. The funding opportunity aims to support wastewater-based testing for COVID-19, including the development of optimized approaches for sample collection, analysis, and data interpretation. The grant abstract proposes a project to monitor SARS-CoV-2 in wastewater and provide population-level information about virus circulation. The publication abstract presents a study that uses amplicon sequencing and a novel program, SAM Refiner, to track SARS-CoV-2 populations in wastewater, which aligns with the objectives of the funding opportunity and the grant abstract. The study's focus on monitoring viral variants, tracking population dynamics, and identifying variants of concern also matches the goals of the grant abstract, which aims to evaluate the utility of wastewater RNA for determining viral variants circulating in a community."
34464357_phs002553.v1.p1,34464357,PMC8516453,doi:10.1172/JCI147076,Immune response to intravenous immunoglobulin in patients with Kawasaki disease and MIS-C.,"Apoptosis|COVID-19|Case-Control Studies|Cell Death|Cell Lineage|Child|Child, Preschool|Fas Ligand Protein|Female|Humans|Immunoglobulins, Intravenous|Infant|Innate immunity|Interleukin-1beta|Leukocyte Count|Male|Mucocutaneous Lymph Node Syndrome|Neutrophil Activation|Neutrophils|Systemic Inflammatory Response Syndrome","Zhu, Yanfang P|Shamie, Isaac|Lee, Jamie C|Nowell, Cameron J|Peng, Weiqi|Angulo, Shiela|Le, Linh Nn|Liu, Yushan|Miao, Huilai|Xiong, Hainan|Pena, Cathleen J|Moreno, Elizabeth|Griffis, Eric|Labou, Stephanie G|Franco, Alessandra|Broderick, Lori|Hoffman, Hal M|Shimizu, Chisato|Lewis, Nathan E|Kanegaye, John T|Tremoulet, Adriana H|Burns, Jane C|Croker, Ben A|",The Journal of clinical investigation,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2021,HD105590,1R61HD105590-01,phs002553.v1.p1,RADx-rad,PreVAIL kIds,4.5,"The publication abstract discusses the immune response to IVIG in Kawasaki Disease (KD) and MIS-C, which are both mentioned in the funding opportunity and grant abstract. The funding opportunity aims to develop diagnostic and prognostic tools for MIS-C, and the grant abstract includes studies on KD and MIS-C. The publication's focus on immune response mechanisms and treatment effects aligns with the research objectives of understanding and managing these conditions. However, the publication does not directly address the development of diagnostic or prognostic biomarkers, which is a primary focus of the funding opportunity. Therefore, while relevant, it does not fully align with the specific aims of the funding.","The publication abstract directly addresses the research objectives of the funding opportunity and the grant abstract. The funding opportunity aims to support innovative research to develop novel approaches to characterize the spectrum of SARS-CoV-2 associated illness in children, including MIS-C, and to identify and validate biomarkers and/or biosignatures for a prognostic algorithm to predict disease severity. The grant abstract proposes to discover and validate a diagnostic test to identify children with MIS-C and predict progression of disease. The publication abstract investigates the immune response to intravenous immunoglobulin in patients with Kawasaki disease and MIS-C, which is closely related to the research objectives of the funding opportunity and the grant abstract. The publication's focus on the mechanism of action of IVIG in MIS-C and KD, and the identification of activated neutrophils as a major source of IL-1β, aligns with the funding opportunity's goal of developing novel approaches to characterize and predict disease severity in children with SARS-CoV-2 associated illnesses."
