pm_id,pmc_id,doi,title,abstract,keywords,authors,journal,year,publication_date,article_type,project_serial_num,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,award_type,supplement,research_initiative,sub_project
37489864,PMC10446499,doi:10.1088/1752-7163/acea3d,Oxylipin concentration shift in exhaled breath condensate (EBC) of SARS-CoV-2 infected patients.,"Infection of airway epithelial cells with severe acute respiratory coronavirus 2 (SARS-CoV-2) can lead to severe respiratory tract damage and lung injury with hypoxia. It is challenging to sample the lower airways non-invasively and the capability to identify a highly representative specimen that can be collected in a non-invasive way would provide opportunities to investigate metabolomic consequences of COVID-19 disease. In the present study, we performed a targeted metabolomic approach using liquid chromatography coupled with high resolution chromatography (LC-MS) on exhaled breath condensate (EBC) collected from hospitalized COVID-19 patients (COVID+) and negative controls, both non-hospitalized and hospitalized for other reasons (COVID-). We were able to noninvasively identify and quantify inflammatory oxylipin shifts and dysregulation that may ultimately be used to monitor COVID-19 disease progression or severity and response to therapy. We also expected EBC-based biochemical oxylipin changes associated with COVID-19 host response to infection. The results indicated ten targeted oxylipins showing significative differences between SAR-CoV-2 infected EBC samples and negative control subjects. These compounds were prostaglandins A2 and D2, LXA4, 5-HETE, 12-HETE, 15-HETE, 5-HEPE, 9-HODE, 13-oxoODE and 19(20)-EpDPA, which are associated with specific pathways (i.e. P450, COX, 15-LOX) related to inflammatory and oxidative stress processes. Moreover, all these compounds were up-regulated by COVID+, meaning their concentrations were higher in subjects with SAR-CoV-2 infection. Given that many COVID-19 symptoms are inflammatory in nature, this is interesting insight into the pathophysiology of the disease. Breath monitoring of these and other EBC metabolites presents an interesting opportunity to monitor key indicators of disease progression and severity.",Biomarkers|Breath Tests|COVID 19|COVID-19|Humans|LC-qTOF|Metabolomics|Oxylipins|SARS-CoV-2|breath analysis|exhaled breath condensate (EBC)|metabolomics,"Borras, Eva|McCartney, Mitchell M|Rojas, Dante E|Hicks, Tristan L|Tran, Nam K|Tham, Tina|Juarez, Maya M|Franzi, Lisa|Harper, Richart W|Davis, Cristina E|Kenyon, Nicholas J",Journal of breath research,2023,2023-08-07,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.",TR003795,,,,,,U18,False,RADx-rad,SCENT
37207635,PMC11057948,doi:10.1088/1752-7163/acd715,Exhaled breath condensate profiles of U.S. Navy divers following prolonged hyperbaric oxygen (HBO) and nitrogen-oxygen (Nitrox) chamber exposures.,"Prolonged exposure to hyperbaric hyperoxia can lead to pulmonary oxygen toxicity (PO<sub>2</sub>tox). PO<sub>2</sub>tox is a mission limiting factor for special operations forces divers using closed-circuit rebreathing apparatus and a potential side effect for patients undergoing hyperbaric oxygen (HBO) treatment. In this study, we aim to determine if there is a specific breath profile of compounds in exhaled breath condensate (EBC) that is indicative of the early stages of pulmonary hyperoxic stress/PO<sub>2</sub>tox. Using a double-blind, randomized 'sham' controlled, cross-over design 14 U.S. Navy trained diver volunteers breathed two different gas mixtures at an ambient pressure of 2 ATA (33 fsw, 10 msw) for 6.5 h. One test gas consisted of 100% O<sub>2</sub>(HBO) and the other was a gas mixture containing 30.6% O<sub>2</sub>with the balance N<sub>2</sub>(Nitrox). The high O<sub>2</sub>stress dive (HBO) and low O<sub>2</sub>stress dive (Nitrox) were separated by at least seven days and were conducted dry and at rest inside a hyperbaric chamber. EBC samples were taken immediately before and after each dive and subsequently underwent a targeted and untargeted metabolomics analysis using liquid chromatography coupled to mass spectrometry (LC-MS). Following the HBO dive, 10 out of 14 subjects reported symptoms of the early stages of PO<sub>2</sub>tox and one subject terminated the dive early due to severe symptoms of PO<sub>2</sub>tox. No symptoms of PO<sub>2</sub>tox were reported following the nitrox dive. A partial least-squares discriminant analysis of the normalized (relative to pre-dive) untargeted data gave good classification abilities between the HBO and nitrox EBC with an AUC of 0.99 (±2%) and sensitivity and specificity of 0.93 (±10%) and 0.94 (±10%), respectively. The resulting classifications identified specific biomarkers that included human metabolites and lipids and their derivatives from different metabolic pathways that may explain metabolomic changes resulting from prolonged HBO exposure.",Breath Tests|Cross-Over Studies|Humans|Hyperbaric Oxygenation|Hyperoxia|Nitrogen|Oxygen|breath analysis|metabolomics|oxygen toxicity|pulmonary hyperoxic stress,"Fothergill, David M|Borras, Eva|McCartney, Mitchell M|Schelegle, Edward S|Davis, Cristina E",Journal of breath research,2023,2023-06-12,"Journal Article|Randomized Controlled Trial|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.",TR003795,,,,,,U18,False,RADx-rad,SCENT
38268997,PMC10805363,doi:10.7171/3fc1f5fe.dfa8d906,Expanding a Wastewater-Based Surveillance Methodology for DNA Isolation from a Workflow Optimized for SARS-CoV-2 RNA Quantification.,"Wastewater-based surveillance (WBS) is a noninvasive, epidemiological strategy for assessing the spread of COVID-19 in communities. This strategy was based upon wastewater RNA measurements of the viral target, severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). The utility of WBS for assessing the spread of COVID-19 has motivated research to measure targets beyond SARS-CoV-2, including pathogens containing DNA. The objective of this study was to establish the necessary steps for isolating DNA from wastewater by modifying a long-standing RNA-specific extraction workflow optimized for SARS-CoV-2 detection. Modifications were made to the sample concentration process and included an evaluation of bead bashing prior to the extraction of either DNA or RNA. Results showed that bead bashing reduced detection of RNA from wastewater but improved recovery of DNA as assessed by quantitative polymerase chain reaction (qPCR). Bead bashing is therefore not recommended for the quantification of RNA viruses using qPCR. Whereas for Mycobacterium bacterial DNA isolation, bead bashing was necessary for improving qPCR quantification. Overall, we recommend 2 separate workflows, one for RNA viruses that does not include bead bashing and one for other microbes that use bead bashing for DNA isolation. The experimentation done here shows that current-standing WBS program methodologies optimized for SARS-CoV-2 need to be modified and reoptimized to allow for alternative pathogens to be readily detected and monitored, expanding its utility as a tool for public health assessment.","COVID-19|Humans|RNA, Viral|SARS-CoV-2|Wastewater|Wastewater-Based Epidemiological Monitoring|Workflow","Babler, Kristina M|Sharkey, Mark E|Amirali, Ayaaz|Boone, Melinda M|Comerford, Samuel|Currall, Benjamin B|Grills, George S|Laine, Jennifer|Mason, Christopher E|Reding, Brian|Schürer, Stephan|Stevenson, Mario|Vidović, Dušica|Williams, Sion L|Solo-Gabriele, Helena M",Journal of biomolecular techniques : JBT,2023,2023-12-01,Journal Article,DA053941,,,,,,U01,False,RADx-rad,Wastewater
36823331,PMC10393269,doi:10.1038/s41592-023-01770-w,"Outbreak.info Research Library: a standardized, searchable platform to discover and explore COVID-19 resources.","Outbreak.info Research Library is a standardized, searchable interface of coronavirus disease 2019 (COVID-19) and severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) publications, clinical trials, datasets, protocols and other resources, built with a reusable framework. We developed a rigorous schema to enforce consistency across different sources and resource types and linked related resources. Researchers can quickly search the latest research across data repositories, regardless of resource type or repository location, via a search interface, public application programming interface (API) and R package.",COVID-19|Disease Outbreaks|Humans|SARS-CoV-2,"Tsueng, Ginger|Mullen, Julia L|Alkuzweny, Manar|Cano, Marco|Rush, Benjamin|Haag, Emily|Lin, Jason|Welzel, Dylan J|Zhou, Xinghua|Qian, Zhongchao|Latif, Alaa Abdel|Hufbauer, Emory|Zeller, Mark|Andersen, Kristian G|Wu, Chunlei|Su, Andrew I|Gangavarapu, Karthik|Hughes, Laura D",Nature methods,2023,2023-04-01,"Journal Article|Research Support, N.I.H., Extramural|Research Support, U.S. Gov't, P.H.S.",LM013755,,,,,,U24,False,RADx-rad,Data Coordinating Center
37279751,PMC10121104,doi:10.1016/j.xcrm.2023.101034,Nucleic acid biomarkers of immune response and cell and tissue damage in children with COVID-19 and MIS-C.,"Differential host responses in coronavirus disease 2019 (COVID-19) and multisystem inflammatory syndrome in children (MIS-C) remain poorly characterized. Here, we use next-generation sequencing to longitudinally analyze blood samples from pediatric patients with COVID-19 or MIS-C across three hospitals. Profiling of plasma cell-free nucleic acids uncovers distinct signatures of cell injury and death between COVID-19 and MIS-C, with increased multiorgan involvement in MIS-C encompassing diverse cell types, including endothelial and neuronal cells, and an enrichment of pyroptosis-related genes. Whole-blood RNA profiling reveals upregulation of similar pro-inflammatory pathways in COVID-19 and MIS-C but also MIS-C-specific downregulation of T cell-associated pathways. Profiling of plasma cell-free RNA and whole-blood RNA in paired samples yields different but complementary signatures for each disease state. Our work provides a systems-level view of immune responses and tissue damage in COVID-19 and MIS-C and informs future development of new disease biomarkers.",Biomarkers|COVID-19|Cell-Free Nucleic Acids|Child|DNA damage|Humans|Nucleic Acids|RNA|RNA sequencing|RNA-seq|SARS-CoV-2|Systemic Inflammatory Response Syndrome|bisulfite sequencing|cell damage|cell-free DNA|cell-free RNA|clinical severity|coronavirus disease 2019|disease biomarkers|host response|immune response|multisystem inflammatory syndrome in children|nucleic acid sequencing|pediatric|signaling pathways|systems biology|tissue damage|whole-blood RNA,"Loy, Conor J|Sotomayor-Gonzalez, Alicia|Servellita, Venice|Nguyen, Jenny|Lenz, Joan|Bhattacharya, Sanchita|Williams, Meagan E|Cheng, Alexandre P|Bliss, Andrew|Saldhi, Prachi|Brazer, Noah|Streithorst, Jessica|Suslovic, William|Hsieh, Charlotte J|Bahar, Burak|Wood, Nathan|Foresythe, Abiodun|Gliwa, Amelia|Bhakta, Kushmita|Perez, Maria A|Hussaini, Laila|Anderson, Evan J|Chahroudi, Ann|Delaney, Meghan|Butte, Atul J|DeBiasi, Roberta L|Rostad, Christina A|De Vlaminck, Iwijn|Chiu, Charles Y",Cell reports. Medicine,2023,2023-06-20,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",HD105618,,,,,,R61,False,RADx-rad,PreVAIL kIds
38566846,PMC10984333,doi:10.1016/j.afres.2023.100308,Non-destructive method to classify walnut kernel freshness from volatile organic compound (VOC) emissions using gas chromatography-differential mobility spectrometry (GC-DMS) and machine learning analysis.,"Analysis of volatile organic compounds (VOCs) can be an effective strategy to inspect the quality of horticultural commodities and following their degradation. In this work, we report that VOCs emitted by walnuts can be studied using gas chromatography-differential mobility spectrometry (GC-DMS), and those GC-DMS data can be analyzed to predict the rancidity of walnuts, i.e., classify walnuts into grades of freshness. Walnut kernels were assigned a class <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>n</mi></math> depending on their level of freshness as determined by a peroxide assay. VOC samples were analyzed using GC-DMS. From these VOC data, a partial least square regression (PLSR) model provided a freshness prediction value <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>m</mi></math>, which corresponded to the rancid class <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>n</mi></math> when <math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi>m</mi><mo>=</mo><mi>n</mi><mo>±</mo><mn>0.5</mn></mrow></math>. The PLSR model had an accuracy of 80% to predict walnut grade and demonstrated a minimal root mean squared error of 0.42 for the <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>m</mi></math> response variables (representative of walnut grade) with the GC-DMS data. We also conducted gas chromatography-mass spectrometry (GC-MS) experiments to identify volatiles that emerged or were enhanced with more rancid walnuts. The findings of the GC-MS study of walnut VOCs align excellently with the GC-DMS study. Based on our results, we conclude that a GC-DMS device deployed with a pre-trained machine learning model can be a very effective device for classifying walnut grades in the industry.",differential mobility spectrometry|machine learning|mass spectrometry|peroxide value|rancidity,"Chakraborty, Pranay|Borras, Eva|Rajapakse, Maneeshin Y|McCartney, Mitchell M|Bustamante, Matthew|Mitcham, Elizabeth J|Davis, Cristina E",Applied food research,2023,2023-12-01,Journal Article,TR003795,,,,,,U18,False,RADx-rad,SCENT
36946148,PMC10524756,doi:10.1080/02770903.2023.2193631,Genetic analyses of chr11p15.5 region identify <i>MUC5AC</i>-<i>MUC5B</i> associated with asthma-related phenotypes.,"Genome-wide association studies (GWASs) have identified single nucleotide polymorphisms (SNPs) in chr11p15.5 region associated with asthma and idiopathic interstitial pneumonias (IIPs). We sought to identify functional genes for asthma by combining SNPs and mRNA expression in bronchial epithelial cells (BEC) in the Severe Asthma Research Program (SARP). Correlation analyses of mRNA expression of six candidate genes (<i>AP2A2</i>, <i>MUC6</i>, <i>MUC2</i>, <i>MUC5AC</i>, <i>MUC5B</i>, and <i>TOLLIP</i>) and asthma phenotypes were performed in the longitudinal cohort (<i>n</i> = 156) with RNAseq in BEC, and replicated in the cross-sectional cohort (<i>n</i> = 155). eQTL (<i>n</i> = 114) and genetic association analysis of asthma severity (426 severe vs. 531 non-severe asthma) were performed, and compared with previously published GWASs of IIPs and asthma. Higher expression of <i>AP2A2</i> and <i>MUC5AC</i> and lower expression of <i>MUC5B</i> in BEC were correlated with asthma, asthma exacerbations, and T2 biomarkers (<i>P</i> < 0.01). SNPs associated with asthma and IIPs in previous GWASs were eQTL SNPs for <i>MUC5AC</i>, <i>MUC5B</i>, or <i>TOLLIP</i>, however, they were not in strong linkage disequilibrium. The risk alleles for asthma or protective alleles for IIPs were associated with higher expression of <i>MUC5AC</i> and lower expression of <i>MUC5B</i>. rs11603634, rs12788104, and rs28415845 associated with moderate-to-severe asthma or adult onset asthma in previous GWASs were not associated with asthma severity (<i>P</i> > 0.8). SNPs associated with asthma in chr11p15.5 region are not associated with asthma severity neither with IIPs. Higher expression of <i>MUC5AC</i> and lower expression of <i>MUC5B</i> are risk for asthma but protective for IIPs.","Asthma|Asthma susceptibility|Cross-Sectional Studies|Genome-Wide Association Study|Humans|MUC5AC|MUC5B|Mucin 5AC|Mucin-5B|Phenotype|RNA, Messenger|asthma severity|eQTL|gene expression|genetic association","Li, Xingnan|Li, Huashi|Christenson, Stephanie A|Castro, Mario|Denlinger, Loren C|Erzurum, Serpil C|Fahy, John V|Gaston, Benjamin M|Israel, Elliot|Jarjour, Nizar N|Levy, Bruce D|Mauger, David T|Moore, Wendy C|Zein, Joe|Kaminski, Naftali|Wenzel, Sally E|Woodruff, Prescott G|Bleecker, Eugene R|Meyers, Deborah A|",The Journal of asthma : official journal of the Association for the Care of Asthma,2023,2023-10-01,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",HL146002,,,,,,U01,True,RADx-rad,Novel Biosensing and VOC
35881910,PMC9344894,doi:10.1021/jacs.2c04835,Net-Shaped DNA Nanostructures Designed for Rapid/Sensitive Detection and Potential Inhibition of the SARS-CoV-2 Virus.,"We present a net-shaped DNA nanostructure (called ""DNA Net"" herein) design strategy for selective recognition and high-affinity capture of intact SARS-CoV-2 virions through spatial pattern-matching and multivalent interactions between the aptamers (targeting wild-type spike-RBD) positioned on the DNA Net and the trimeric spike glycoproteins displayed on the viral outer surface. Carrying a designer nanoswitch, the DNA Net-aptamers release fluorescence signals upon virus binding that are easily read with a handheld fluorimeter for a rapid (in 10 min), simple (mix-and-read), sensitive (PCR equivalent), room temperature compatible, and inexpensive (∼$1.26/test) COVID-19 test assay. The DNA Net-aptamers also impede authentic wild-type SARS-CoV-2 infection in cell culture with a near 1 × 10<sup>3</sup>-fold enhancement of the monomeric aptamer. Furthermore, our DNA Net design principle and strategy can be customized to tackle other life-threatening and economically influential viruses like influenza and HIV, whose surfaces carry class-I viral envelope glycoproteins like the SARS-CoV-2 spikes in trimeric forms.",COVID-19|DNA|Humans|Nanostructures|Protein Binding|SARS-CoV-2,"Chauhan, Neha|Xiong, Yanyu|Ren, Shaokang|Dwivedy, Abhisek|Magazine, Nicholas|Zhou, Lifeng|Jin, Xiaohe|Zhang, Tianyi|Cunningham, Brian T|Yao, Sherwood|Huang, Weishan|Wang, Xing",Journal of the American Chemical Society,2023,2023-09-20,"Journal Article|Research Support, N.I.H., Extramural|Research Support, U.S. Gov't, Non-P.H.S.",AA029348,,,,,,U01,False,RADx-rad,Automatic Detection & Tracing
36753444,PMC10614162,doi:10.1021/acs.analchem.2c04988,Protease-Responsive Potential-Tunable AIEgens for Cell Selective Imaging of TMPRSS2 and Accurate Inhibitor Screening.,"Transmembrane protease serine 2 (TMPRSS2) is a plasma membrane protease that activates both spike protein of coronaviruses for cell entry and oncogenic signaling pathways for tumor progression. TMPRSS2 inhibition can reduce cancer invasion and metastasis and partially prevent the entry of SARS-CoV-2 into host cells. Thus, there is an urgent need for both TMPRSS2-selective imaging and precise screening of TMPRSS2 inhibitors. Here, we report a TMPRSS2-responsive surface-potential-tunable peptide-conjugated probe (EGTP) with aggregation-induced emission (AIE) features for TMPRSS2 selective imaging and accurate inhibitor screening. The amphiphilic EGTP was constructed with tunable surface potential and responsive efficiency with TMPRSS2 and its inhibitor. The rational construction of AIE luminogens (AIEgens) with modular peptides indicated that the cleavage of EGTP led to a gradual aggregation with bright fluorescence in high TMPRSS2-expressing cells. This strategy may have value for selective detection of cancer cells, SARS-CoV-2-target cells, and screening of protease inhibitors.",COVID-19|Cell Membrane|Humans|Peptide Hydrolases|Protease Inhibitors|SARS-CoV-2|Serine Endopeptidases|Virus Internalization,"Cheng, Yong|Clark, Alex E|Yim, Wonjun|Borum, Raina M|Chang, Yu-Ci|Jin, Zhicheng|He, Tengyu|Carlin, Aaron F|Jokerst, Jesse V",Analytical chemistry,2023,2023-02-21,"Journal Article|Research Support, N.I.H., Extramural|Research Support, U.S. Gov't, Non-P.H.S.",DE031114,,,,,,R01,False,RADx-rad,Multimodal Surveillance
36965380,PMC10027305,doi:10.1016/j.bios.2023.115237,"Data-driven design of a multiplexed, peptide-sensitized transistor to detect breath VOC markers of COVID-19.","Exhaled human breath contains a rich mixture of volatile organic compounds (VOCs) whose concentration can vary in response to disease or other stressors. Using simulated odorant-binding proteins (OBPs) and machine learning methods, we designed a multiplex of short VOC- and carbon-binding peptide probes that detect a characteristic ""VOC fingerprint"". Specifically, we target VOCs associated with COVID-19 in a compact, molecular sensor array that directly transduces vapor composition into multi-channel electrical signals. Rapidly synthesizable, chimeric VOC- and solid-binding peptides were derived from selected OBPs using multi-sequence alignment with protein database structures. Selective peptide binding to targeted VOCs and sensor surfaces was validated using surface plasmon resonance spectroscopy and quartz crystal microbalance. VOC sensing was demonstrated by peptide-sensitized, exposed-channel carbon nanotube transistors. The data-to-device pipeline enables the development of novel devices for non-invasive monitoring, diagnostics of diseases, and environmental exposure assessment.",Biosensing Techniques|Breath Tests|COVID-19|Carbon nanotube transistor|Environmental Exposure|Humans|Molecular design|Multiplex biosensors|Odorant binding proteins|Solid-binding peptides|Surface Plasmon Resonance|Volatile Organic Compounds|Volatile organic compounds,"Nakano-Baker, Oliver|Fong, Hanson|Shukla, Shalabh|Lee, Richard V|Cai, Le|Godin, Dennis|Hennig, Tatum|Rath, Siddharth|Novosselov, Igor|Dogan, Sami|Sarikaya, Mehmet|MacKenzie, J Devin",Biosensors & bioelectronics,2023,2023-06-01,Journal Article,HL152401,,,,,,U01,True,RADx-rad,Novel Biosensing and VOC
36041656,PMC9825637,doi:10.1016/j.jaci.2022.08.014,Determinants of lung function across childhood in the Severe Asthma Research Program (SARP) 3.,"Children with asthma are at risk for low lung function extending into adulthood, but understanding of clinical predictors is incomplete. We sought to determine phenotypic factors associated with FEV<sub>1</sub> throughout childhood in the Severe Asthma Research Program 3 pediatric cohort. Lung function was measured at baseline and annually. Multivariate linear mixed-effects models were constructed to assess the effect of baseline and time-varying predictors of prebronchodilator FEV<sub>1</sub> at each assessment for up to 6 years. All models were adjusted for age, predicted FEV<sub>1</sub> by Global Lung Function Initiative reference equations, race, sex, and height. Secondary outcomes included postbronchodilator FEV<sub>1</sub> and prebronchodilator FEV<sub>1</sub>/forced vital capacity. A total of 862 spirometry assessments were performed for 188 participants. Factors associated with FEV<sub>1</sub> include baseline Feno (B, -49 mL/log<sub>2</sub> PPB; 95% CI, -92 to -6), response to a characterizing dose of triamcinolone acetonide (B, -8.4 mL/1% change FEV<sub>1</sub> posttriamcinolone; 95% CI, -12.3 to -4.5), and maximal bronchodilator reversibility (B, -27 mL/1% change postbronchodilator FEV<sub>1</sub>; 95% CI, -37 to -16). Annually assessed time-varying factors of age, obesity, and exacerbation frequency predicted FEV<sub>1</sub> over time. Notably, there was a significant age and sex interaction. Among girls, there was no exacerbation effect. For boys, however, moderate (1-2) exacerbation frequency in the previous 12 months was associated with -20 mL (95% CI, -39 to -2) FEV<sub>1</sub> at each successive year. High exacerbation frequency (≥3) 12 to 24 months before assessment was associated with -34 mL (95% CI, -61 to -7) FEV<sub>1</sub> at each successive year. In children with severe and nonsevere asthma, several clinically relevant factors predict FEV<sub>1</sub> over time. Boys with recurrent exacerbations are at high risk of lower FEV<sub>1</sub> through childhood.",Adult|Asthma|Bronchodilator Agents|Child|Female|Forced Expiratory Volume|Humans|Lung|Male|Respiratory Function Tests|Severe asthma|Spirometry|asthma exacerbations|lung function|spirometry,"Gaffin, Jonathan M|Petty, Carter R|Sorkness, Ronald L|Denlinger, Loren C|Phillips, Brenda R|Ly, Ngoc P|Gaston, Benjamin|Ross, Kristie|Fitzpatrick, Anne|Bacharier, Leonard B|DeBoer, Mark D|Teague, W Gerald|Wenzel, Sally E|Ramratnam, Sima|Israel, Elliot|Mauger, David T|Phipatanakul, Wanda|",The Journal of allergy and clinical immunology,2023,2023-01-01,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",HL146002,,,,,,U01,True,RADx-rad,Novel Biosensing and VOC
36854096,,doi:10.1097/INF.0000000000003888,Association of Area Deprivation Index With Severity of COVID-19 in Pediatric Patients: A Multisite Study of Racially and Ethnically Diverse Children.,"Area deprivation index (ADI) is associated with the risk of severe COVID-19 in adults. However, this association has not been established in children. Information on ADI, demographics, clinical features, disease severity, and outcomes was analyzed for 3434 children with COVID-19. A multivariate logistic regression revealed that non-Hispanic Asians, extremes of weight, and higher ADI were associated with severe disease.",Adult|COVID-19|Child|Humans|Logistic Models|Patient Acuity|Residence Characteristics|Retrospective Studies,"Acosta, Sebastian|Suresh, Srinivasan|Ettinger, Anna K|Savorgnan, Fabio|Annapragada, Ananth|Kannikeswaran, Nirupama|Sethuraman, Usha",The Pediatric infectious disease journal,2023,2023-06-01,"Journal Article|Research Support, N.I.H., Extramural",HD105593,,,,,,R61,False,RADx-rad,PreVAIL kIds
36815760,PMC10521381,doi:10.1021/acs.analchem.2c04604,Analysis of a Broad Range of Carbonyl Metabolites in Exhaled Breath by UHPLC-MS.,"Analysis of volatile organic compounds (VOCs) in exhaled breath (EB) has shown great potential for disease detection including lung cancer, infectious respiratory diseases, and chronic obstructive pulmonary disease. Although many breath sample collection and analytical methods have been developed for breath analysis, analysis of metabolic VOCs in exhaled breath is still a challenge for clinical application. Many carbonyl compounds in exhaled breath are related to the metabolic processes of diseases. This work reports a method of ultrahigh-performance liquid chromatography coupled with high-resolution mass spectrometry (UHPLC-MS) for the analysis of a broad range of carbonyl metabolites in exhaled breath. Carbonyl compounds in the exhaled breath were captured by a fabricated silicon microreactor with a micropillar array coated with 2-(aminooxy)ethyl-<i>N</i>,<i>N</i>,<i>N</i>-trimethylammonium (ATM) triflate. A total of six subgroups consisting of saturated aldehydes and ketones, hydroxy-aldehydes, and hydroxy-ketones, unsaturated 2-alkenals, and 4-hydroxy-2-alkenals were identified in the exhaled breath. The combination of a silicon microreactor for the selective capture of carbonyl compounds with UHPLC-MS analysis may provide a quantitative method for the analysis of carbonyls to identify disease markers in exhaled breath.","Aldehydes|Breath Tests|Chromatography, High Pressure Liquid|Ketones|Silicon|Volatile Organic Compounds","Xie, Zhenzhen|Morris, James D|Mattingly, Stephanie J|Sutaria, Saurin R|Huang, Jiapeng|Nantz, Michael H|Fu, Xiao-An",Analytical chemistry,2023,2023-03-07,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",TR003787,,,,,,U18,False,RADx-rad,SCENT
37790720,PMC10545089,doi:10.3389/fpubh.2023.1237512,Testing of worn face mask and saliva for SARS-CoV-2.,"Exhaled SARS-CoV-2 can be detected on face masks. We compared tests for SARS-CoV-2 RNA on worn face masks and matched saliva samples. We conducted this prospective, observational, case-control study between December 2021 and March 2022. <i>Cases</i> comprised 30 in-center hemodialysis patients with recent COVID-19 diagnosis. <i>Controls</i> comprised 13 hemodialysis patients and 25 clinic staff without COVID-19 during the study period and the past 2 months. Disposable 3-layer masks were collected after being worn for 4 hours together with concurrent saliva samples. ThermoFisher COVID-19 Combo Kit (A47814) was used for RT-PCR testing. Mask and saliva testing specificities were 99% and 100%, respectively. Test sensitivity was 62% for masks, and 81% for saliva (<i>p</i> = 0.16). Median viral RNA shedding duration was 11 days and longer in immunocompromised versus non-immunocompromised patients (22 vs. 11 days, <i>p</i> = 0.06, log-rank test). While SARS-CoV-2 testing on worn masks appears to be less sensitive compared to saliva, it may be a preferred screening method for individuals who are mandated to wear masks yet averse to more invasive sampling. However, optimized RNA extraction methods and automated procedures are warranted to increase test sensitivity and scalability. We corroborated longer viral RNA shedding in immunocompromised patients.","COVID-19|COVID-19 Testing|Case-Control Studies|Humans|Masks|Prospective Studies|RNA, Viral|SARS-CoV-2|Saliva|hemodialysis|immunocompromised|viral shedding","Wang, Xiaoling|Thwin, Ohnmar|Haq, Zahin|Dong, Zijun|Tisdale, Lela|Fuentes, Lemuel Rivera|Grobe, Nadja|Kotanko, Peter",Frontiers in public health,2023,2023-01-01,"Journal Article|Observational Study|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",DK130067,,,,,,R01,False,RADx-rad,Multimodal Surveillance
38100383,PMC11320609,doi:10.1093/chemse/bjad043,Taste loss as a distinct symptom of COVID-19: a systematic review and meta-analysis.,"Chemosensory scientists have been skeptical that reports of COVID-19 taste loss are genuine, in part because before COVID-19 taste loss was rare and often confused with smell loss. Therefore, to establish the predicted prevalence rate of taste loss in COVID-19 patients, we conducted a systematic review and meta-analysis of 376 papers published in 2020-2021, with 235 meeting all inclusion criteria. Drawing on previous studies and guided by early meta-analyses, we explored how methodological differences (direct vs. self-report measures) may affect these estimates. We hypothesized that direct measures of taste are at least as sensitive as those obtained by self-report and that the preponderance of evidence confirms taste loss is a symptom of COVID-19. The meta-analysis showed that, among 138,015 COVID-19-positive patients, 36.62% reported taste dysfunction (95% confidence interval: 33.02%-40.39%), and the prevalence estimates were slightly but not significantly higher from studies using direct (n = 15) versus self-report (n = 220) methodologies (Q = 1.73, df = 1, P = 0.1889). Generally, males reported lower rates of taste loss than did females, and taste loss was highest among middle-aged adults. Thus, taste loss is likely a bona fide symptom of COVID-19, meriting further research into the most appropriate direct methods to measure it and its underlying mechanisms.",Adult|Ageusia|COVID-19|Female|Humans|Male|Middle Aged|Olfaction Disorders|SARS-CoV-2|Smell|Taste|Taste Disorders|ageusia|coronavirus|gustatory dysfunction|taste loss,"Hannum, Mackenzie E|Koch, Riley J|Ramirez, Vicente A|Marks, Sarah S|Toskala, Aurora K|Herriman, Riley D|Lin, Cailu|Joseph, Paule V|Reed, Danielle R",Chemical senses,2023,2023-01-01,"Journal Article|Meta-Analysis|Research Support, N.I.H., Extramural|Research Support, N.I.H., Intramural|Systematic Review",DC019578,,,,,,U01,False,RADx-rad,Chemosensory Testing
